excel_row_number,orgname,filiing_period,filling_fee,late_returns,penalty_paid,outstanding_penalty,financial_year_ending_month,form_14,audit_report,requests_waiver_etc,date_received,received_by,filed_for_action_by_registry,date_filed_by_registry_for_action,designate_by_pco,date_assigned,review_acknowledgement,date_acknoledged_notice_sent,end_of_notice_period,notice_countdown
2402,FAIDA VISION EMPOWERMENT PROGRAMME,2024,2000,,,,December,1,,,2025-04-28 11:11:51.651000,Esther Leting,,,,,,,,
2403,BEACON OF HOPE,,,,,,,,1,,,,,,,,,,,
2404,INYUAT E-MAA DEVELOPMENT ORGANIZATION,2012-2024,26000,12,,300000,December,13,,,2025-05-02 14:56:13.490000,Esther Leting,,,,,,,,
2405,SAVE THE CHILDREN,,,,,,,,1,amended Form 14,2025-05-05 12:04:30.331000,Esther Leting,,,,,,,,
2406,YOUTH ALIVE KENYA ,2024,,,,,,,1,,2025-05-05 12:05:22.097000,Esther Leting,,,,,,,,
2407,USALAMA CHILDREN'S CENTRE ,2024,,,,,,,1,,2025-05-05 12:06:06.304000,Esther Leting,,,,,,,,
2408,INTERNATIONAL RELIEF FOR AFRICA ,2024,2000,,,,December,1,,,2025-05-05 12:07:07.754000,Esther Leting,,,,,,,,
2409,ORGANIC AGRICULTURE CENTRE OF KENYA ,2024,2000,,,,December,1,1,,2025-05-05 12:08:10.987000,Esther Leting,,,,,,,,
2410,PROSPEROUS KENYA,2024,2000,,,,December,1,,,2025-05-05 12:09:08.109000,Esther Leting,,,,,,,,
2411,ADAKAR PEACE DEVELOPMENT INITIATIVES,2024,2000,,,,December,1,,,2025-05-05 12:10:14.649000,Esther Leting,,,,,,,,
2412,PAX ROMANA AFRICA ,2024,,,,,December,,1,,2025-05-05 12:11:00.672000,Esther Leting,,,,,,,,
2413,VISION FOR LIFE,2024,2000,,,,March,1,,,2025-05-05 12:12:27.389000,Esther Leting,,,,,,,,
2414,ROZY NANAA FOUNDATION ,2024,2000,,,,December,1,1,,2025-05-05 12:14:32.450000,Esther Leting,,,,,,,,
2415,UJAMAA NA WATOTO WENYE HAKI INITIATIVE ,2024,2000,,,,December,1,1,,2025-05-05 12:16:09.047000,Esther Leting,,,,,,,,
2416,SOCIAL LIFE COMMUNITY DEVELOPMENT PROGRAMME,2024,2000,,,,March,1,,,2025-05-05 12:21:32.589000,Esther Leting,,,,,,,,
2417,SUSTONE PYRITE ORGANIZATION                                                                                                               ,2024,2000,,,,December,1,,,2025-05-05 12:53:09.269000,Esther Leting,,,,,,,,
2418,THE WEMA CENTRE TRUST ,2024,2000,,,,December,1,1,,2025-05-05 12:53:55.014000,Esther Leting,,,,,,,,
2419,MOHAMED ZAKIR FOUNDATION ,2024,2000,,,,December,1,p,,2025-05-05 13:02:02.360000,Esther Leting,,,,,,,,
2420,PURE PEARL FOUNDATION ,2024,2000,,,,December,1,,,2025-05-05 13:03:01.949000,Esther Leting,,,,,,,,
2421,THE FEDERATION OF THE ASSOCIATION THAT VALUE HUMANITY,2024,2000,,,,December,1,1,,2025-05-05 13:03:55.091000,Esther Leting,,,,,,,,
2422,SISDO,2024,,,,,December,1,1,,2025-05-05 13:08:52.084000,Esther Leting,,,,,,,,
2423,TAJI WOMEN ORGANIZATION ,2024,2000,,,,December,1,,,2025-05-05 13:20:31.844000,Esther Leting,,,,,,,,
2424,JOALI FOUNDATION ,2024,2000,,,,December,1,,,2025-05-05 13:59:51.410000,Esther Leting,,,,,,,,
2425,LIFE AND PEACE INSTITUTE,2024,,,,,,,1,,2025-05-05 14:00:37.392000,Esther Leting,,,,,,,,
2426,KWACHA AFRICA ,2024,,,,,,,1,,2025-05-05 14:01:22.613000,Esther Leting,,,,,,,,
2427,BROSY SOLIDARITY INITIATIVE,2024,2000,,,,December,1,,,2025-05-05 14:02:37.154000,Esther Leting,,,,,,,,
2428,HUMAN RIGHTS AGENDA ,2024,,,,,,1,,,2025-05-05 14:06:08.883000,Esther Leting,,,,,,,,
2429,MAMA BEAUTY FOUNDATION ,2024,2000,,,,December,1,,,2025-05-05 14:12:18.029000,Esther Leting,,,,,,,,
2430,MELICHAR WALTRAUD FOUNDATION ,2024,2000,,,,December,1,,,2025-05-05 14:14:06.965000,Esther Leting,,,,,,,,
2431,DARUL-SALAAM ,2024,,,,,December,1,1,,2025-05-05 14:26:03.452000,Esther Leting,,,,,,,,
2432,SWAHILIPOT HUB FOUNDATION ,2024,2000,,,,,1,1,,2025-05-05 14:27:49.656000,Esther Leting,,,,,,,,
2433,WORLDREADER,2023,2000,1,25000,,December,1,1,,2025-05-05 14:29:07.859000,Esther Leting,,,,,,,,
2434,WALEZI FOUNDATION KENYA ,2024,2000,,,,December,1,1,,2025-05-05 14:30:16.971000,Esther Leting,,,,,,,,
2435,MISSION RELIEF AFRICA ,2024,2000,,,,December,1,,,2025-05-05 14:32:00.767000,Esther Leting,,,,,,,,
2436,YOUTH SAFETY AWARENESS INITIATIVE,2024,2000,,,,December,1,P,Draft Accounts,2025-05-05 14:34:12.969000,Esther Leting,,,,,,,,
2437,,,,,,,,,,,2025-05-05 14:34:25.160000,Esther Leting,,,,,,,,
2438,KENYA VOLUNTARY VOLUNTARY DEVELOPMENT ASSOCIATION ,2024,2000,,,,December,1,1,,2025-05-05 14:35:08.665000,Esther Leting,,,,,,,,
2439,ECONOMIC AND SOCIAL RIGHTS CENTRE ,2022-2023,,,,,,,2,,2025-05-05 14:36:35.110000,Esther Leting,,,,,,,,
2440,HELPING  HANDS FOR RELIEF AND DEVELOPMENT ,2024,,,,,,,,narrative report,2025-05-05 14:37:22.304000,Esther Leting,,,,,,,,
2441,VIHDA ASSOCIATION ,2024,2000,,,,January,1,1,,2025-05-05 14:38:31.437000,Esther Leting,,,,,,,,
2442,"CONNECTING LIVES, SHARING CULTURES",2024,,,,,,,1,,2025-05-05 14:39:32.032000,Esther Leting,,,,,,,,
2443,TAITA ENVIRONMENTAL RESEARCH RESOURCE,2024,2000,,,,December,1,1,,2025-05-05 14:41:13.422000,Esther Leting,,,,,,,,
2444,AFRICAN RELIEF AND DEVELOPMENT ,2024,2000,,,,December,1,1,,2025-05-05 14:42:20.804000,Esther Leting,,,,,,,,
2445,UNIVERSAL HUMAN LIFE DEVELOPERS ,2019-2024,12000,,,,December,6,,,2025-05-05 14:44:11.172000,Esther Leting,,,,,,,,
2446,SAGE ORGANIZATION ,24/25,4000,,,,April,1,,,2025-05-05 14:49:19.932000,Esther Leting,,,,,,,,
2447,MAJI NA UFANISI,2024,,,,,,,1,,2025-05-05 14:49:53.791000,Esther Leting,,,,,,,,
2448,"ACRES OF MERCY,KENYA ",2024,2000,,,,January,1,p,,2025-05-05 14:53:07.407000,Esther Leting,,,,,,,,
2449,GROW BIOINTENSIVE AGRICULTURE CENTRE KENYA ,2024,2000,,,,December,1,1,,2025-05-05 14:54:20.261000,Esther Leting,,,,,,,,
2450,HOSANNA MISSIONS COMMUNITY PROGRAMME,2024,2000,,,,December,1,,,2025-05-05 15:07:37.500000,Esther Leting,,,,,,,,
2451,LEAD IN EMPOWERMENT FOR ACCELERATED DEVELOPMENT 2024,2024,2000,,,,December,1,,,2025-05-05 15:09:01.138000,Esther Leting,,,,,,,,
2452,BETTER LIVES EMPOWERMENT PROGRAMME AND NATIONAL ASSISTANCE,2024,2000,,,,December,1,,,2025-05-05 15:10:02.481000,Esther Leting,,,,,,,,
2453,CENTRE FOR GLOBAL HEALTH AND CHILD DEVELOPMENT - KENYA ,2024,2000,,,,December,1,1,,2025-05-05 15:11:05.908000,Esther Leting,,,,,,,,
2454,ENCOURAGEMENT CENTER OF KENYA ,2024,2000,,,,December,1,1,,2025-05-05 15:12:08.335000,Esther Leting,,,,,,,,
2455,"CONSERVATION OF  ENVIRONMENT , POPULATION AND HEALTH",2024,2000,,,,December,1,1,,2025-05-05 15:16:30.874000,Esther Leting,,,,,,,,
2456,TERRE SOLIDALI,2024,,,,,,,1,,2025-05-05 15:22:02.837000,Esther Leting,,,,,,,,
2457,SUNRISE SOCIAL DEVELOPMENT FOUNDATION ,2024,2000,,,,December,1,,,2025-05-05 15:46:44.360000,Esther Leting,,,,,,,,
2458,MAJI NA UFANISI,2017-2018,,2,50000,,,,,,2025-05-06 14:12:44.917000,Esther Leting,,,,,,,,
2459,THE LIFE WATER KENYA,2020-2024,p,4,100000,,December,5,5,,,Esther Leting,,,,,,,,
2460,SARANGBAT KENYA INC.,2024,2000,,,,December,1,1,,2025-05-06 14:21:58.816000,Esther Leting,,,,,,,,
2461,GUA AFRICA ,2024,2000,,,,December,1,1,,2025-05-06 14:23:09.754000,Esther Leting,,,,,,,,
2462,MUSLIM EDUCATION & WELFARE ASSOCIATION,2024,2000,,,,December,1,p,draft,2025-05-06 14:26:42.597000,Esther Leting,,,,,,,,
2463,NEWI- THE WOMEN'S INITIATIVE IN EDUCATION NETWORK,2024,2000,,,,December,1,1,,2025-05-06 14:28:28.970000,Esther Leting,,,,,,,,
2464,USHIRIKA COMMUNITY DEVELOPMENT ORGANIZATION ,2024,2000,,,,,1,,,2025-05-08 08:54:21.981000,Esther Leting,,,,,,,,
2465,JESSICA WANYOIKE FOUNDATION ,2024,2000,,,,December,1,,,2025-05-08 08:55:21.715000,Esther Leting,,,,,,,,
2466,MIGORI COUNTY CIVIL SOCIETY ORGANIZATION ,2024,2000,,,,December,1,,,2025-05-08 08:57:09.972000,Esther Leting,,,,,,,,
2467,ENTEPESI KENYA,2024,2000,,,,December,1,1,,2025-05-08 08:57:49.628000,Esther Leting,,,,,,,,
2468,THE TURNING POINT,2024,,,,,December,,1,,2025-05-08 08:58:46.154000,Esther Leting,,,,,,,,
2469,OUTREACH AND TRANSFORM LIVES ORGANIZATION ,2019-2024,12000,6,186000,,December,6,,reinstatement,2025-05-09 12:05:02.224000,Esther Leting,,,,,,,,
2470,TRAUMA CENTRE FOR AFRICAN WOMEN,2024,2000,,,,February,1,,,2025-05-12 10:13:40.285000,Esther Leting,,,,,,,,
2471,AL HABIN CHARITY FOUNDATION ,2024,2000,,,,December,1,,,2025-05-12 10:15:15.650000,Esther Leting,,,,,,,,
2472,TOGETHER FOR AFRICA ORGANIZATION ,2024,2000,,,,December,1,,,2025-05-12 10:17:29.505000,Esther Leting,,,,,,,,
2473,INDIGENEOUS RESOURCE MANAGEMENT ORGANIZATION ,2024,2000,,,,December,1,,,2025-05-12 10:20:01.329000,Esther Leting,,,,,,,,
2474,PRINCESS FARIDA FOUNDATION ,2024,2000,,,,December,1,,,2025-05-12 10:22:11.965000,Esther Leting,,,,,,,,
2475,ACDI/VOCA - KENYA ,2024,2000,,,,December,1,1,,2025-05-12 10:24:05.900000,Esther Leting,,,,,,,,
2476,IMANI FOUNDATION ,2024,2000,,,,December,1,,,2025-05-12 10:25:48.236000,Esther Leting,,,,,,,,
2477,FUTURE HOPE COMMUNITY DEVELOPMENT ,2024,2000,,,,December,1,,,2025-05-12 10:27:08.808000,Esther Leting,,,,,,,,
2478,NUTRITIONISTS WITHOUT BORDERS ,2024,2000,,,,March,1,,,2025-05-12 10:28:33.449000,Esther Leting,,,,,,,,
2479,COLLABORATIVE CENTRE FOR GENDER AND DEVELOPMENT ,2024,,,,,December,,1,,2025-05-12 10:29:40.305000,Esther Leting,,,,,,,,
2480,EAST  AFRICAN CIVIL SOCIETY ORGANIZATION FORUM,2024,,,,,December,,1,,2025-05-12 10:33:32.741000,Esther Leting,,,,,,,,
2481,AFRICAN NETWORK FOR THE PREVENTION AND PROTECTION AGAINZT CHILD ABUSE AND NEGLECT,2024,2000,,,,,1,1,,2025-05-12 10:36:16.747000,Esther Leting,,,,,,,,
2482,CORE HEALTH AND WEALTH INTERNTIONAL,2024,,,,,December,1,1,,2025-05-12 10:40:17.685000,Esther Leting,,,,,,,,
2483,UTOONI DEVELOPMENT ORGANIZATION ,,,,,,,,1,,2025-05-12 10:41:06.292000,Esther Leting,,,,,,,,
2484,DREAM SHOOTS FOR CHILDREN AND COMMUNITY EMPOWERMENT,,,,,,,,,WAIVER REQUEST,2025-05-13 12:04:32.289000,Esther Leting,,,,,,,,
2485,BISHOP KIGEN FOUNDATION INTERNATIONAL,2024,2000,,,,December,1,,,2025-05-13 12:26:31.090000,Esther Leting,,,,,,,,
2486,KIIMA - KIMWE RIGHTS INTERGRATED DEV.ORG ,2023,2000,1,,25000,June,1,,,2025-05-13 12:31:41.335000,Esther Leting,,,,,,,,
2487,ECO-PEACENET,2024,2000,,,,December,1,,,2025-05-13 12:32:59.612000,Esther Leting,,,,,,,,
2488,THE BORABU FOUNDATION ,2024,2000,,,,December,1,,,2025-05-13 12:34:06.651000,Esther Leting,,,,,,,,
2489,CHEMI CHEMI ORGANIZATION ,2024,2000,,,,December,1,,,2025-05-13 12:38:04.046000,Esther Leting,,,,,,,,
2490,MAASAI INTERGRATED DEVELOPMENT INITIATIVES,2024,2000,,,,March,1,P,,2025-05-13 12:39:29.373000,Esther Leting,,,,,,,,
2491,LISHA MTOTO INITIATIVE,2024,2000,,,,December,1,1,,2025-05-13 12:41:07.152000,Esther Leting,,,,,,,,
2492,ANGAZA EMPOWERMENT NETWORK,"2017,18,19,,22,23,24",12000,5,,125000,December,6,,,2025-05-14 08:59:10.813000,Esther Leting,,,,,,,,
2493,COMMUNITY RESEARCH IN ENVIRONMENT AND DEVELOPMENT INITIATIVES ,2024,2000,,,,December,1,1,,2025-05-14 09:03:55.578000,Esther Leting,,,,,,,,
2494,INFORMATION AFRICA ORGANIZATION ,2024,2000,,,,December,1,,,2025-05-14 09:04:46.965000,Esther Leting,,,,,,,,
2495,MAAHAD DAAWAH ORGANIZATION,2024,2000,,,,December,1,1,,2025-05-14 09:06:06.483000,Esther Leting,,,,,,,,
2496,PENDOAMANI YOUTH ORGANIZATION ,2022-2024,2000,2,50000,,December,3,2,,2025-05-14 09:07:45.097000,Esther Leting,,,,,,,,
2497,KENYA NILE DISCOURSE FORUM,2024,2000,,,,December,1,,,2025-05-14 09:12:03.244000,Esther Leting,,,,,,,,
2498,FOCUSED MISSION ON DEVELOPMENT ,2024,2000,,,,December,1,,management account,2025-05-14 09:13:00.128000,Esther Leting,,,,,,,,
2499,"PASTORAL WOMEN'S COUNCIL,KENYA ",2024,2000,,,,December,1,,,2025-05-14 09:17:30.049000,Esther Leting,,,,,,,,
2500,SUPPORT COMMUNITY IN DEMOCRACY ALLIANCE ,2018 - 2024,12000,5,,125000,December,6,,,2025-05-14 09:33:38.951000,Esther Leting,,,,,,,,
2501,ADVOCACY FOR INCARCERATED FAMILIES,2024,2000,,,,December,1,,Management account,2025-05-14 09:36:20.244000,Esther Leting,,,,,,,,
2502,THE RECKONING INTERNATIONAL KENYA ,2024,2000,,,,December,1,1,,2025-05-14 09:37:43.781000,Esther Leting,,,,,,,,
2503,INSTITUTE FOR FAITH AND GENDER EMPOWERMENT,2024,2000,,,,,1,1,,2025-05-14 09:39:32.283000,Esther Leting,,,,,,,,
2504,KIND HEART ORGANIZATION ,2024,2000,,,,December,1,1,,2025-05-14 09:46:37.877000,Esther Leting,,,,,,,,
2505,AGENO SPECIAL LEARNING ,,,,100000,,,,1,,2025-05-14 09:49:17.959000,Esther Leting,,,,,,,,
2506,AFRICAN RESEARCH CENTRE FOR LIVELIHOOD RESTORATION AND SOCIAL RESPONSIBILITY,,,,100000,,,,,,2025-05-14 15:51:01.807000,Esther Leting,,,,,,,,
2507,CHERISH OTHERS ORGANIZATION KENYA ,2023,2000,1,,25000,June,1,,,2025-05-15 08:05:05.181000,Esther Leting,,,,,,,,
2508,RURAL AGENCY FOR COMMUNITY DEVELOPMENT AND ASSISTANCE ,2024,,,,,,,1,,2025-05-15 08:06:03.231000,Esther Leting,,,,,,,,
2509,INUKA CULTURAL CENTER,2024,2000,,,,December,1,1,,2025-05-15 08:07:10.168000,Esther Leting,,,,,,,,
2510,FRANCOPHONE NETWORK OF KENYA ,2024,2000,,,,December,1,,,2025-05-15 08:07:57.694000,Esther Leting,,,,,,,,
2511,AFRICAN CHILDREN EDUCATION FUND,2024,2000,,,,December,1,1,,2025-05-15 08:08:57.031000,Esther Leting,,,,,,,,
2512,MATONYOK NOMADS DEVELOPMENT ORGANIZATION ,2024,2000,,,,December,1,,,2025-05-15 08:10:30.726000,Esther Leting,,,,,,,,
2513,KENYA TENRI SOCIETY-TENRIKYO MISSION ,2024,2000,,,,December,1,1,,2025-05-15 08:11:28.017000,Esther Leting,,,,,,,,
2514,US COMMUNITIES FOR REFUGEES AND IMMIGRANTS KENYA,2024,2000,,,,December,1,1,,2025-05-15 08:12:22.243000,Esther Leting,,,,,,,,
2515,INSTITUTE OF PASTORALISM DEVELOPMENT AND RESEARCH,2024,2000,,,,December,1,1,,2025-05-16 08:40:51.882000,Esther Leting,,,,,,,,
2516,MWElU FOUNDATION ,2024,2000,,,,December,1,1,,2025-05-16 08:42:40.859000,Esther Leting,,,,,,,,
2517,VI AGROFORESTRY,2024,,,,,December,,1,,2025-05-16 08:43:40.335000,Esther Leting,,,,,,,,
2518,NDALOH  HERITAGE ORGANIZATION,2024,2000,,,,December,1,1,,2025-05-16 09:20:28.497000,Esther Leting,,,,,,,,
2519,HUMAN RIGHTS AND INFORMATION FORUM,2024,2000,,,,February,1,,,2025-05-16 09:23:51.366000,Esther Leting,,,,,,,,
2520,AID  CARE ORPHAN CENTRE,2024,2000,,,,December,1,,,2025-05-16 09:24:35.979000,Esther Leting,,,,,,,,
2521,GEARS OF DEVELOPMENT PROGRAMMES,2024,2000,,,,April,1,,,2025-05-19 08:46:48.704000,Esther Leting,,,,,,,,
2522,AMAZING DAUGHTERS ON MISSION ,2024,2000,,,,December,1,,,2025-05-19 08:48:07.721000,Esther Leting,,,,,,,,
2523,AKIBA PROGRESSIVE INITIATIVES NETWORK,2024,2000,,,,December,1,,,2025-05-19 08:49:11.377000,Esther Leting,,,,,,,,
2524,MEDICAL RESPONSE FOR DIPLOMATIC CORPS INTERNTIONAL,2024,2000,,,,December,1,1,,2025-05-19 08:50:11.141000,Esther Leting,,,,,,,,
2525,SEXUAL REPRODUCATIVE HEALTH AND RIGHTS ALLIANCE,2021-2022,4000,2,50000,,December,2,,,2025-05-19 08:52:00.908000,Esther Leting,,,,,,,,
2526,AFRICAN MISSION HEALTHCARE ,2024,,,,,,,1,,2025-05-19 08:53:07.094000,Esther Leting,,,,,,,,
2527,PENDEKEZO  LETU,2024,,,,,,,1,,2025-05-19 08:54:52.022000,Esther Leting,,,,,,,,
2528,SWIM SAFE KENYA ,2021-2023,6000,3,,75000,December,3,,waiver ,2025-05-19 13:13:17.471000,Esther Leting,,,,,,,,
2529,LIFE IN ABUNDANCE KENYA ,2024,2000,,,,December,1,1,,2025-05-20 09:36:37.566000,Esther Leting,,,,,,,,
2530,CHRISTIAN PARTNERS DEVELOPMENT AGENCY,2023-2024,4000,1,,25000,December,1,1,,2025-05-20 09:37:55.585000,Esther Leting,,,,,,,,
2531,PEACE AMBASSADORS INTEGRATION ORGANIZATION,2024,2000,,,,December,1,1,,2025-05-20 09:39:21.848000,Esther Leting,,,,,,,,
2532,PEACE AMBASSADORS INTEGRATION ORGANIZATION ,2023,1,1,25000,,December,1,1,,2025-05-20 09:46:08.782000,Esther Leting,,,,,,,,
2533,BOYS TO MEN TRANSFORMATION CENTER,2024,2000,,,,December,1,,,2025-05-20 09:49:30.646000,Esther Leting,,,,,,,,
2534,COAST EDUCATION AND COMMUNITY DEVELOPMENT ,2024,2000,,,,December,1,,,2025-05-21 08:50:17.824000,Esther Leting,,,,,,,,
2535,FEED ONE IF NOT 100 ORGANIZATION,2024,2000,,,,December,1,,,2025-05-21 08:53:24.750000,Esther Leting,,,,,,,,
2536,YATIMA OUTREACH ORGANIZATION ,2024,2000,,,,December,1,1,,2025-05-21 08:54:28.669000,Esther Leting,,,,,,,,
2537,ECUMENICAL DISABILITY ADVOCATES NETWORK,2024,,,,,,,1,,2025-05-21 08:54:58.951000,Esther Leting,,,,,,,,
2538,CHILD LABOUR INTERVENTION PREVENTION & EDUCATION ,2024,2000,,,,March,1,,,2025-05-21 08:56:27.595000,Esther Leting,,,,,,,,
2539,MEDICOS SIN FRONTERAS-SPAIN,2024,2000,,,,December,1,1,,2025-05-21 08:58:02.711000,Esther Leting,,,,,,,,
2540,TRADITIONAL HEALERS AND TRADITIONAL MEDICINE FOUNDATION,2024,2000,,,,December,1,,,2025-05-21 08:58:45.847000,Esther Leting,,,,,,,,
2541,EMERGENCY MEDICINE KENYA FOUNDATION ,2024,2000,,,,December,1,1,,2025-05-21 08:59:48.061000,Esther Leting,,,,,,,,
2542,FOUNDATION FOR YOUNG CHILD EDUCATION ,2024,2000,,,,December,1,,,2025-05-21 09:00:44.013000,Esther Leting,,,,,,,,
2543,HEALTH EDUCATION & SOCIAL ECONOMIC NETWORK IN AFRICA IN AFRICAN COMMUNITY DEVELOPMENT ( HESAD AFRICA),2018-2024,14000,6,75000,25000,December,7,,,2025-05-26 10:01:15.628000,Rukia Noor,,,Rukia Noor,2025-05-26 10:03:19.396000,"reinstatement fee 36,000",2025-05-26 10:04:05.457000,,
2544,ST.MARY`S SACRED HEART CHRISTIAN BROTHER AND SISTERS INTERNATIONAL,2024,2000,,,,December,1,,,2025-05-26 10:06:10.841000,Rukia Noor,,,,,,,,
2545,TEULE KENYA,2024,2000,,,,December,1,1,,2025-05-26 10:07:12.574000,Rukia Noor,,,,,,,,
2546,MARA REGION COMMUNITY DEVELOPMENT ORGANIZATION,2024,2000,,,,December,1,1,,2025-05-26 10:08:41.512000,Rukia Noor,,,,,,,,
2547,INSTITUTE OF PARTICIPATORY DEVELOPMENT,2024,,,,,December,,1,,2025-05-26 10:09:19.328000,Rukia Noor,,,,,,,,
2548,WOMEN SPACES AFRICA,2024,2000,,,,December,1,1,,2025-05-26 10:10:19.848000,Rukia Noor,,,,,,,,
2549,PALMHOUSE FOUNDATION,2024,,,,,December,,1,,2025-05-26 10:11:48.950000,Rukia Noor,,,,,,,,
2550,TUMAINI LADIES INTERGRATIONAL PROGRAM,2024-2023,4000,1,,25000,December,2,,,2025-05-26 10:13:20.214000,Rukia Noor,,,,,,,,
2551,AFRICA NETWORK FOR ANIMAL WELFARE,2024,,,,,December,,1,,2025-05-26 10:20:17.659000,Rukia Noor,,,,,,,,
2552,GLOBAL E-SCHOOL & COMMUNITIES INITIATIVE,2024,,,,,December,,1,,2025-05-26 10:22:06.243000,Rukia Noor,,,,,,,,
2553,PEACEMAKERS COOL WOMEN INTERNATIONAL,2024,2000,,,,December,1,,,2025-05-26 10:26:26.425000,Rukia Noor,,,,,,,,
2554,SERE LEGET EMPOWERMENT ORGANIZATION,2024,2000,,,,December,1,,,2025-05-26 10:27:22.315000,Rukia Noor,,,,,,,,
2555,DEVELOPMENT CONCERN INITIATIVE,2024,2000,,,,December,1,,,2025-05-26 10:51:11.496000,Rukia Noor,,,,,,,,
2556,JOYCE KAMENE FOUNDATION ,2024,,,,,December,,1,,2025-05-27 09:32:59.372000,Esther Leting,,,,,,,,
2557,ACTION FOR EMPOWERMENT KENYA,2024,2000,,,,December,1,1,,2025-05-27 09:34:13.018000,Esther Leting,,,,,,,,
2558,LINTONS FOUNDATION ,2022,2000,1,50000,,December,1,,,2025-05-27 09:35:50.330000,Esther Leting,,,,,,,,
2559,ASSOCIATION FOR SUPERVION &CURRICULUM DEVELOPMENT ,2024,2000,,,,December,1,,,2025-05-27 09:39:32.485000,Esther Leting,,,,,,,,
2560,PENDEZA AFRICA ,2024,2000,,,,December,1,1,,2025-05-27 09:40:24.877000,Esther Leting,,,,,,,,
2561,KENYA  WORKERS RIGHTS AND HARMONIZATION PROGRAM,2024,2000,,,,December,1,1,,2025-05-27 09:41:51.903000,Esther Leting,,,,,,,,
2562,MANGA HEALTH EDUCATION AFRICAN RESOURCE,2024,2000,,,,December,1,1,,2025-05-27 09:42:50.890000,Esther Leting,,,,,,,,
2563,VICTORIA BIOMEDICAL RESEARCH INSTITUTE,2024,2000,,,,December,1,1,,2025-05-27 09:44:04.358000,Esther Leting,,,,,,,,
2564,ACTION NETWORK FOR THE DISABLED,2024,2000,,,,December,1,1,,2025-05-27 09:44:57.751000,Esther Leting,,,,,,,,
2565,UNAFAA INTERNATIONAL,2024,2000,,,,December,1,1,,2025-05-27 09:46:07.018000,Esther Leting,,,,,,,,
2566,STRENGTHENING PEOPLE'S ENGAGEMENT & ADVOCACY KENYA ,2024,2000,,,,,1,1,,2025-05-27 09:47:30.327000,Esther Leting,,,,,,,,
2567,AGRIBUSINESS AND VALUE CHAINS DEVELOPMENT CENTER ,2024,2000,,,,December,1,,,2025-05-27 09:49:39.395000,Esther Leting,,,,,,,,
2568,MUSLIM AID KENYA,2017-2024,16000,7,50000,0,December,8,,waiver request,2025-05-27 09:51:25.270000,Rukia Noor,,,,,,,,
2569,WAMULU INTERNATIONAL ,2024,2000,,,,December,,,,2025-05-28 11:04:58.598000,Rukia Noor,,,,,,,,
2570,FRIENDS WOMEN EMPOWERMENT ORGANIZATION,2024,2000,,,,December,1,,,2025-05-28 11:06:53.989000,Rukia Noor,,,,,,,,
2571,SERE LEGET EMPOWERMENT ORGANIZATION,2024,2000,,,,December,1,,,2025-05-28 11:07:56.552000,Rukia Noor,,,,,,,,
2572,DEVELOPMENT CONCERN INITIATIVE,2024,2000,,,,December,1,p,,2025-05-28 11:09:16.096000,Rukia Noor,,,,,,,,
2573,KESHO BORA CENTRE FOR SOCIAL AND HEALTH RESEARCH,2024,2000,,,,December,1,,,2025-05-28 11:11:12.547000,Rukia Noor,,,,,,,,
2574,NORTHERN KENYA FUND,2024,2000,,,,December,1,1,,2025-05-28 11:12:28.161000,Rukia Noor,,,,,,,,
2575,I LOVE AFRICA,2024,2000,,,,December,1,,,2025-05-28 11:18:55.371000,Rukia Noor,,,,,,,,
2576,THROUGH THE STORM INTERNATIONAL,2024,2000,,,,December,1,1,,2025-05-28 11:35:39.088000,Rukia Noor,,,,,,,,
2577,AFRICA MISSION SERVICES,2024,2000,,,,December,1,1,,2025-05-28 12:29:26.184000,Rukia Noor,,,,,,,,
2578,CLIMATE COHESION FOUNDATION,2024,2000,,,,February,1,,,2025-05-28 12:31:32.117000,Rukia Noor,,,,,,,,
2579,TROCAIRE IRELAND,2024,2000,,,,December,1,1,,2025-05-28 12:32:24.123000,Rukia Noor,,,,,,,,
2580,,,,,,,,,,,2025-05-28 12:32:47.225000,Rukia Noor,,,,,,,,
2581,DEMOCRATIC FOUNDATION INTERNATIONAL,2024,2000,,,,December,1,,,2025-05-28 12:33:51.934000,Rukia Noor,,,,,,,,
2582,WAMO RELIEF AND REHABILITATION SERVICES,2022-2024,6000,2,,50000,December,3,,,2025-05-28 12:36:08.926000,Rukia Noor,,,,,,,,
2583,ORGANIZATION FOR BETTER ENVIRONMENT AND CHILD CARE,2024,2000,,,,December,1,,,2025-05-28 12:37:25.741000,Rukia Noor,,,,,,,,
2584,WAMO RELIEF AND REHABILITATION SERVICES,2022-2024,6000,2,50000,,December,3,,,2025-05-29 11:22:07.986000,Rukia Noor,,,,,,,,
2585,A THOUSAND PAIRS,2024,2000,,,,December,1,,,2025-05-30 11:12:46.450000,Rukia Noor,,,,,,,,
2586,CONSCIOUS KENYA,2024,2000,,,,December,1,,,2025-05-30 11:13:58.940000,Rukia Noor,,,,,,,,
2587,GOOD NEWS PRODUCTIONS INTERNATIONAL-AFRICA,2024,2000,,,,December,1,1,,2025-05-30 11:15:01.108000,Rukia Noor,,,,,,,,
2588,AFRICAN FOREST FORUM,2024,2000,,,,December,1,1,,2025-05-30 11:15:59.910000,Rukia Noor,,,,,,,,
2589,MISSION FOR EMPOWERING THE RURAL POOR KENYA,2024,2000,,,,February,1,,,2025-05-30 11:17:20.807000,Rukia Noor,,,,,,,,
